                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.56082,                0.80833,                 1.5627,                0.91513,                0.99866,                      1,                  0.995,                0.91788,                0.99866,                      1,                  0.995,                0.88117,                0.38766,                0.62561,                0.70522,                0.80244,                 0.0739,                 0.0029,                 0.0029
